EDU1CDL,21ST CENTURY DIGITAL LEARNERS 
BUS5RPD,RESEARCH PHILOSOPHY AND DESIGN 
NSG4RPC,RESEARCH PROBLEMS IN CONTEXT: REVIEWING THE LITERATURE 
RMD6PPA,RESEARCH PROFESSIONAL PROJECT A 
RMD6PPB,RESEARCH PROFESSIONAL PROJECT B 
ENV3ENP,RESEARCH PROJECT 
HIM5RPH,RESEARCH PROJECT IN HEALTH INFORMATION MANAGEMENT 
PSY3RPA,RESEARCH PROJECT IN PSYCHOLOGY A 
PSY3RPB,RESEARCH PROJECT IN PSYCHOLOGY B 
OCT5RBA,RESEARCH PROJECT PART A 
OCT5RBB,RESEARCH PROJECT PART B 
NSG4RPE,RESEARCH PROTOCOLS AND ETHICS 
JRN5PER,RESEARCH REPORT 
BUS5RSS,RESEARCH SEMINAR SERIES 
HUS5ADR,RESEARCH SKILLS 
EXS5RES,RESEARCH STUDY 
PHE5RSR,RESEARCH STUDY 
EXS5RTA,RESEARCH THESIS A 
EXS5RTB,RESEARCH THESIS B 
OED4TAP,RESEARCH THESIS/ OUTDOOR EDUCATION OR NATURE TOURISM HONOURS 
OED4TBP,RESEARCH THESIS/ OUTDOOR EDUCATION OR NATURE TOURISM HONOURS 
OED4TON,RESEARCH THESIS/ OUTDOOR EDUCATION OR NATURE TOURISM HONOURS 
ORT4RTP,RESEARCH THESIS/PROJECT 
ENG3RSM,RESITUATING MODERNISM 
BUA5RL,RESPONSIBLE LEADERSHIP 
BUO5RL,RESPONSIBLE LEADERSHIP 
EDU5RSP,RESPONSIVE SCHOOLS AND PEDAGOGY 
EDU1RRR,"RESPONSIVE, RESPECTFUL AND RECIPROCAL RELATIONSHIPS "
AGR3RAH,RESTORATION OF AQUATIC HABITAT 
LAW3RJ,RESTORATIVE JUSTICE 
ABS3DAS,RETHINKING ABORIGINAL STUDIES 
ABS2DAS,RETHINKING ABORIGINAL STUDIES 
HUS1FAS,RETHINKING OUR HUMANITY 
FIN5REP,RETIREMENT AND ESTATE PLANNING 
VU22268,REVIEW ASSESSMENTS FOR LEGISLATIVE COMPLIANCE 
VU21033,REVIEW ASSESSMENTS FOR LEGISLATIVE COMPLIANCE 
ARC2RRE,"RICE, RITUAL AND EMPIRE: ASIAN ARCHAEOLOGIES "
ARC3RRE,"RICE, RITUAL AND EMPIRE: ASIAN ARCHAEOLOGIES "
HIS2RAR,RIOTS AND REBELLIONS 
MGT5RCO,RISK AND COMPLIANCE 
EMS5RCE,RISK AND COST ENGINEERING 
EMS5RIE,RISK ENGINEERING 
OED2REF,RIVER ENVIRONMENTS (FLAT WATER) 
OED2RE,RIVER ENVIRONMENTS (WHITE WATER) 
ELE4RSD,ROBOTICS SYSTEM DESIGN 
OED2R,ROCK ENVIRONMENTS 
ENG3BAR,ROMANTICISM 
LAW2RRJ,RURAL AND REGIONAL ISSUES IN JUSTICE 
PLA2RRP,RURAL AND REGIONAL PLANNING 
AGR1RBM,RURAL BUSINESS MANAGEMENT 
HLT1RCE,RURAL COMMUNITY ENGAGEMENT 
SWP4RUH,RURAL HEALTH 
PHE3BRH,RURAL HEALTH 
EDU4SPC,SAFE PRACTICES IN THE VET CLASSROOM 
OED2OLB,SAFETY IN OUTDOOR ENVIRONMENTS 
PHY3SPM,SCANNING PROBE MICROSCOPY 
EDU5SCL,SCHOOL AND COMMUNITY LEARNING 
EDU4SMP,SCHOOL-BASED MIDDLE YEARS PROJECT 
EDU5SAW,SCHOOLS AND WELL-BEING 
EDU3SRC,SCHOOLS AS A RESOURCE FOR CHANGE 
EDU5STC,SCIENCE AND TECHNOLOGY IN CONTEMPORARY SOCIETY 
HBS2SUM,SCIENCE AND USE OF MATERIALS 
EDU0SCF,SCIENCE FOUNDATIONS 
SCI4SHA,SCIENCE HONOURS A 
SCI4SHB,SCIENCE HONOURS B 
SCI4SHX,SCIENCE HONOURS X 
SCI1SIS,SCIENCE IN SOCIETY 
STC3SIM,SCIENCE IN THE MEDIA 
LIN3SOS,SCIENCE OF SPEECH SOUNDS 
SCI3PRJ,SCIENCE PROJECT 
EDU4SE1,SCIENCE SECONDARY CURRICULUM 1 
DEN1SKA,SCIENTIFIC AND CLINICAL KNOWLEDGE A 
DEN1SKB,SCIENTIFIC AND CLINICAL KNOWLEDGE B 
BIO5SCS,SCIENTIFIC COMMUNICATION SKILLS 
ADP5RDR,SCOPING REVIEWS IN DISABILITY RESEARCH 
MSS1SSA,SCREEN + SOUND 1: MAKING SENSE OF THE MOVIES 
MSS2SSB,"SCREEN + SOUND 2: EMOTION, IDENTIFICATION AND THE EMBODIED SPECTATOR "
MSS3SSC,"SCREEN + SOUND 3: REALISM, ILLUSION AND WONDER IN THE CINEMA "
MSS2PER,SCREEN + SOUND PERFORMANCE 
MSS3FCR,SCREEN CRITICISM 
MSS3SCI,"SCREEN CULTURE: LANDSCAPE, CHARACTER AND BELONGING "
MSS3WEB,SCREEN SERIES PRODUCTION 
LCR3SCJ,SCREENING CRIME AND JUSTICE 
MSS2SSP,SCREENPLAY: SOUNDPLAY 
MSS3ADS,SCRIPTWRITING PROJECT 
PTY5SEE,SEARCH AND EVALUATE EVIDENCE (SPORT AND MUSCULOSKELETAL PHYSIOTHERAPY) 
EDU5SLA,SECOND LANGUAGE ACQUISITION 
EDU5SLL,SECOND LANGUAGE LITERACIES 
EDU4MA1,SECONDARY METHOD CLUSTER A (ONE) 
EDU4MA2,SECONDARY METHOD CLUSTER A (TWO) 
EDU4MB1,SECONDARY METHOD CLUSTER B (ONE) 
EDU4MB2,SECONDARY METHOD CLUSTER B (TWO) 
CYB5CPR,SECURE PROGRAMMING 
POL5WPS,SECURITY IN A BORDERLESS WORLD 
POR4SCR,SEMINARS IN CLINICAL RESEARCH 
PHY3LAB,SENIOR PHYSICS LABORATORY 
PHY3PRJ,SENIOR PHYSICS RESEARCH PROJECT 
CHE3SEN,SENSORS AND MATERIALS CHEMISTRY 
LST2SCR,SENTENCING AND CORRECTIONS 
LAW2SLP,SENTENCING LAW AND POLICY 
OED5PSI,SERIOUS INCIDENT PREVENTION IN OUTDOOR EDUCATION 
PHE5SCC,SERVICE COORDINATION AND CASE MANAGEMENT 
LTU2SLC,SERVICE LEARNING IN THE COMMUNITY 
HUM2SLC,SERVICE LEARNING OR A RESEARCH INTERNSHIP IN THE COMMUNITY 
BUS3SVX,SERVICE MANAGEMENT 
HIS3SCS,"SEX, CRIME AND SCANDAL: HISTORY OF SEXUALITY "
GSD1SDG,"SEX, DIVERSITY AND GENDER "
GSD2SGD,"SEX, GENDER AND DIVERSITY "
GSD1SGI,"SEX, GENDER AND IDENTITY "
ENG3SAC,SHAKESPEARE AND CONTEMPORARIES 
CRA2SMI,SHAKESPEARE AND THE MOVING IMAGE 
DRA2SIP,SHAKESPEARE IN PERFORMANCE 
ENG3SRR,"SHAKESPEARE, REALISM AND ROMANCE "
MSS2SCV,SHOOTING SHORTS - INTRODUCTION TO SCREEN PRODUCTION 
ELE5FPC,SIGNAL PROCESSING AND CONTROL 
ELE3SPC,SIGNAL PROCESSING AND CONTROL 
PLA5SPS,SITE PLANNING AND URBAN DESIGN STUDIO 
EXS3SKA,SKILL ACQUISITION 
PTY4PCP,SKILL DEVELOPMENT FOR PERSON-CENTRED PHYSIOTHERAPY 
SPE2SDS,SKILL DEVELOPMENT IN SPORT 
EDU3SKL,SKILL LEARNING 
BIO5SIS,SKILLS IN SCIENCE 
HIS2HTS,SLAVERY AND HUMAN TRAFFICKING: FORCED LABOUR IN THE MAKING OF THE MODERN WORLD 
VET1SAB,SMALL ANIMAL BEHAVIOUR AND TRAINING 
BUS3SSP,SMART SUPPLY CHAINS AND THE INTERNET OF THINGS 
PHE5SCP,SOCIAL AND CULTURAL PERSPECTIVES IN PUBLIC HEALTH 
BUA5VED,SOCIAL CONTEXT FOR BUSINESS 
BUO5VED,SOCIAL CONTEXT FOR BUSINESS 
PHE101,SOCIAL DETERMINANTS OF HEALTH 
PHE1SDH,SOCIAL DETERMINANTS OF HEALTH 
NSG1SDV,SOCIAL DETERMINANTS OF HEALTH 
SOC3SDS,SOCIAL DISRUPTION 
MGT2SEB,SOCIAL ENTREPRENEURSHIP: THE BIG IDEA 
SOC2HEW,"SOCIAL INEQUALITIES IN HEALTH, EDUCATION AND WORK "
EDU5SJE,SOCIAL JUSTICE: THEORY TO PRACTICE 
MKT3SOX,SOCIAL MARKETING 
MKT3SEM,SOCIAL MARKETING 
MKT3SRM,SOCIAL MEDIA AND RELATIONSHIP MARKETING 
BUS2SMV,SOCIAL MEDIA AND VISUALISATION 
MKT5SMS,SOCIAL MEDIA MARKETING AND STRATEGY 
LAW3SPL,SOCIAL MEDIA POLICY AND LAW 
JRN5SMP,SOCIAL MEDIA PRACTICE AND JOURNALISM 
LAW5SPL,SOCIAL MEDIA PRACTICE AND LAW 
SWP5SPA,SOCIAL POLICY ANALYSIS AND ADVOCACY 
SOC2SWS,"SOCIAL POLICY, WELFARE AND THE STATE "
PSY2SOC,SOCIAL PSYCHOLOGY 
EDU4SPS,SOCIAL PSYCHOLOGY OF SPORT 
SWP5WM2,SOCIAL WELFARE MANAGEMENT 2 
SWP5APC,SOCIAL WORK APPLICATIONS C 
SWP2SWB,SOCIAL WORK IN AN UNEQUAL WORLD 
SWP6THP,SOCIAL WORK PROFESSIONAL DOCTORATE THESIS 
SWP6THF,SOCIAL WORK PROFESSIONAL DOCTORATE THESIS 
SWP5PPD,SOCIAL WORK PROFESSIONAL PRACTICE D 
SWP3REA,SOCIAL WORK RESEARCH A 
SWP5RSB,SOCIAL WORK RESEARCH B 
SWP4THC,SOCIAL WORK THESIS C 
SWP4APA,"SOCIAL WORK WITH INDIVIDUALS, FAMILIES & GROUPS: APPLICATIONS A "
SWP4APB,"SOCIAL WORK WITH INDIVIDUALS, FAMILIES & GROUPS: APPLICATIONS B "
SOC1SAC,SOCIETY AND CULTURE: INTRODUCTION TO SOCIOLOGY 
DTN302,"SOCIETY, FOOD HABITS AND CONSUMPTION "
GEG1SPP,"SOCIETY, PEOPLE AND PLACE "
EDU5SGT,SOCIOLINGUISTICS IN LANGUAGE TEACHING 
SOC4HON,SOCIOLOGY HONOURS THESIS 
SOC4HNP,SOCIOLOGY HONOURS THESIS 
SOC4HNJ,SOCIOLOGY HONOURS THESIS 
SWP1CWV,SOCIOLOGY IN COMMUNITY WORK 
SOC3COM,SOCIOLOGY OF COMMUNITIES 
SOC2SEM,SOCIOLOGY OF EMOTIONS 
PHE5SHI,SOCIOLOGY OF HEALTH AND ILLNESS 
SOC2SOR,"SOCIOLOGY OF RELATIONSHIPS: GENDER, INTIMACY AND GLOBALIZATION "
CIV3SOM,SOIL MECHANICS 
MSS2SFM,SOUNDTRACKS: FILM & POPULAR MUSIC 
POL3SEA,SOUTHEAST ASIAN POLITICS: CHANGE AND CONFLICT 
SPA1001,SPANISH 1 
SPA4010,SPANISH 10: LITERATURE OF THE HISPANIC WORLD 
SPA1002,SPANISH 2 
SPA2003,SPANISH 3 
SPA2004,SPANISH 4 
SPA4HNJ,SPANISH 4 
SPA4HON,SPANISH 4 
SPA4HNP,SPANISH 4 
SPA3005,SPANISH 5 
SPA3006,SPANISH 6 
SPA4007,SPANISH 7 LANGUAGE AND SOCIETY IN THE HISPANIC WORLD 
SPA4008,SPANISH 8: CONTEMPORARY ISSUES IN THE HISPANIC WORLD 
SPA4009,SPANISH 9: CINEMA OF THE HISPANIC WORLD 
SPA4HSS,SPANISH HONOURS SPECIAL SUBJECT 
STA4SA,SPATIAL ANALYSIS 
ART1SPI,SPATIAL PRACTICE 
EDU4SN1,SPECIAL EDUCATION SECONDARY 1 
POD5SPP,SPECIAL POPULATIONS IN PODIATRY 
PHE5SAA,SPECIALISED APPROACHES TO COUNSELLING A 
PHE5SAB,SPECIALISED APPROACHES TO COUNSELLING B 
ORT4SCP,SPECIALIST CLINIC PRACTICE 
NSM4SNP,SPECIALIST NURSING PRACTICE 
HCS3SHS,SPEECH AND HEARING SCIENCES 
HCS5SPA,SPEECH PATHOLOGY PRACTICE A 
HCS5SPB,SPEECH PATHOLOGY PRACTICE B 
HCS5SPC,SPEECH PATHOLOGY PRACTICE C 
HCS5SPD,SPEECH PATHOLOGY PRACTICE D 
HCS5SPE,SPEECH PATHOLOGY PRACTICE E 
POR3SLF,SPINAL AND LIMB FRACTURES 
PHE5SPC,SPIRITUALITY AND PALLIATIVE CARE 
EDU3SSA,SPORT & SKILL ANALYSIS 
SPE2APA,SPORT ANALYTICS AND PERFORMANCE ANALYSIS 
PHE3SEP,SPORT AND EXERCISE PSYCHOLOGY 
LAW3SPO,SPORT AND THE LAW 
LAW5SPO,SPORT AND THE LAW 
MGT2SDT,SPORT DEVELOPMENT 
MGT3SDV,SPORT DEVELOPMENT 
MGT3SEV,SPORT EVENT MANAGEMENT 
MGT3SFS,SPORT FUNDING AND SPONSORSHIP 
MGT3SGV,SPORT GOVERNANCE AND STRATEGY 
MGT5SLB,SPORT LEADERSHIP AND GOVERNANCE 
MGT1ISM,SPORT MANAGEMENT 
MGT1SMK,SPORT MARKETING 
MGT2SME,SPORT MEDIA 
JRN3SMI,SPORT MEDIA ISSUES 
MGT2SPF,SPORT POLICY 
JRN2SRP,SPORT REPORTING 
BUS3SST,SPORT STUDY TOUR 
SPE3APA,SPORTS ANALYTICS AND PERFORMANCE ANALYSIS 
EXS5SAP,SPORTS ANALYTICS IN PRACTICE 
PHE3SCW,SPORTS COUNSELLING AND ATHLETE WELLBEING 
EXS5SDC,SPORTS DATA CAPTURE 
ECO3EOS,SPORTS ECONOMICS 
DTN3SPN,SPORTS NUTRITION 
SPE2SPB,SPORTS PHYSIOLOGY AND BIOMECHANICS 
MGT3SPR,SPORTS PRACTICUM 
SPE1SSC,SPORTS SCIENCE FOR COACHING 
POL5QQA,STATES IN TRANSITION: PEACEBUILDING AFTER CIVIL WAR AND REGIME CHANGE 
POL1SNS,"STATES, SECURITY AND INTERNATIONAL RELATIONS "
STM3SI,STATISTICAL INFERENCE 
STA1STM,STATISTICAL METHODS 
STA1SS,STATISTICAL SCIENCE 
SCI2SED,STATISTICS AND EXPERIMENTAL DESIGN 
BUS5SBF,STATISTICS FOR BUSINESS AND FINANCE 
STA1LS,STATISTICS FOR LIFE SCIENCES 
STA1PSY,STATISTICS FOR PSYCHOLOGY 
STA4THA,STATISTICS THESIS A 
STA4THB,STATISTICS THESIS B 
LAW5SIN,STATUTORY INTERPRETATION 
LAW2STA,STATUTORY INTERPRETATION 
LAW2SIH,STATUTORY INTERPRETATION AND HUMAN RIGHTS 
LAW5SIH,STATUTORY INTERPRETATION AND HUMAN RIGHTS 
STC3SAA,STRATEGIC COMMUNICATION AGENCY A 
STC3SAB,STRATEGIC COMMUNICATION AGENCY B 
STC3SAC,STRATEGIC COMMUNICATION AGENCY C 
STC5COS,STRATEGIC COMMUNICATION IN SOCIETY 
STC3ICM,STRATEGIC COMMUNICATION ISSUES AND CRISIS MANAGEMENT 
STC2SCP,STRATEGIC COMMUNICATION PRACTICES 
STC5SER,STRATEGIC COMMUNICATION RESEARCH 
STC2SCR,"STRATEGIC COMMUNICATION RESEARCH, PLANNING AND EVALUATION "
STC5ATS,STRATEGIC COMMUNICATION STRATEGY 
STC5IRW,STRATEGIC COMMUNICATION WRITING 
STC5THE,STRATEGIC COMMUNICATIONS THESIS 
STC5THP,STRATEGIC COMMUNICATIONS THESIS 
STC5PHT,STRATEGIC COMMUNICATIONS THESIS 
MGT3SHR,STRATEGIC HUMAN RESOURCE MANAGEMENT 
BUO5HER,STRATEGIC HUMAN RESOURCE MANAGEMENT 
BUA5HER,STRATEGIC HUMAN RESOURCE MANAGEMENT 
MGT3SMG,STRATEGIC MANAGEMENT 
MGT5STR,STRATEGIC MANAGEMENT 
MGT3SMX,STRATEGIC MANAGEMENT 
ACC3SMA,STRATEGIC MANAGEMENT ACCOUNTING 
MKT3SMK,STRATEGIC MARKETING 
MKT3SMX,STRATEGIC MARKETING 
STC5CPS,STRATEGIC POLITICAL COMMUNICATION 
CIV3SD1,STRUCTURAL ANALYSIS AND DESIGN 1 
CIV3SD2,STRUCTURAL ANALYSIS AND DESIGN 2 
CIV4SD3,STRUCTURAL ANALYSIS AND DESIGN 3 
AGR1SSM,STUD AND STABLE MANAGEMENT 
EDU4SWM,STUDENT WELBEING TEACHING METHOD 
EDU3SWE,STUDENT WELFARE EXPERIENCE 
EDU4SWC,STUDENTS WHO CHALLENGE 
ART1SPA,STUDIO PRACTICE A 
ART1SPB,STUDIO PRACTICE B 
ART2SPC,STUDIO PRACTICE C 
ART2SPD,STUDIO PRACTICE D 
ART3SPE,STUDIO PRACTICE E 
ART3SPF,STUDIO PRACTICE F 
EDU2SUA,SUBSTANCE USE IN AUSTRALIAN SOCIETY 
LAW3SCL,SUCCESSION LAW 
HUS3NG2,SUMMER AT THE NATIONAL GALLERY OF VICOTRIA 2 
ARH2NG1,SUMMER AT THE NATIONAL GALLERY OF VICTORIA 1 
HUS2NG1,SUMMER AT THE NATIONAL GALLERY OF VICTORIA 1 
ADP5SPD,SUPPORT PLANNING WITH PEOPLE WITH DISABILITIES 
DIS503,SUPPORT PLANNING WITH PEOPLE WITH DISABILITIES 
EDU4SDL,SUPPORTING DIVERSE LEARNERS 
EDU3MYL,SUPPORTING MIDDLE YEARS STUDENTS: LEARNING & TRANSITIONS 
EDU3SNL,SUPPORTING SPECIAL NEEDS OF LEARNERS 
EDU4SNL,SUPPORTING THE NEEDS OF ALL LEARNERS 
PHY4SSC,SURFACE AND NANOMATERIAL CHARACTERISATION 
LAW5SPD,SURVEILLANCE AND PRIVACY IN THE DIGITAL AGE 
BUS2SBY,SUSTAINABILITY 
BUS2SUS,SUSTAINABILITY 
BUS1SBY,SUSTAINABILITY 
EMS2SRE,SUSTAINABILITY AND RENEWABLE ENERGY DESIGN 
BUS1STX,SUSTAINABILITY PRACTICES 
CSE1SPX,SUSTAINABILITY PRACTICES 
CSE1STX,SUSTAINABILITY PRACTICES 
EDU5STS,SUSTAINABILITY THINKING (SCIENCE) 
EDU4SEG,"SUSTAINABILITY, EDUCATION & THE GLOBAL TEACHER "
ARC3SRC,"SUSTAINABILITY, RESILIENCE & COLLAPSE: HOW COMPLEX SOCIETIES TRANSFORM "
ARC2SRC,"SUSTAINABILITY, RESILIENCE, AND COLLAPSE: PAST SOCIOENVIRONMENTAL SYSTEMS "
BUS5SMM,SUSTAINABLE MANAGEMENT & MARKETING 
OED2SNT,SUSTAINABLE NATURE TOURISM 
PHY3SYN,SYNCHROTRON SCIENCE AND TECHNOLOGY 
CHE3STC,SYNTHETIC TOPICS IN CHEMISTRY 
CSE5SDM,SYSTEM DESIGN & METHODOLOGIES 
CSE3SDM,SYSTEM DESIGN AND METHODOLOGIES 
CSE2DES,SYSTEM DESIGN ENGINEERING FUNDAMENTALS 
CSE5DES,SYSTEM DESIGN ENGINEERING FUNDAMENTALS (PG) 
CSE3SOX,SYSTEM OPERATIONS ON THE CLOUD 
RMD5EHR,SYSTEMATIC REVIEW AND EVALUATION OF HEALTHCARE RESEARCH 
PTY6RPR,SYSTEMATIC REVIEW AND EVALUATION OF PHYSIOTHERAPY RESEARCH 
FTH4PCI,SYSTEMIC PRACTICE IN FAMILY THERAPY: CONCEPTS AND ISSUES 
EMS3SYE,SYSTEMS ENGINEERING 
EMS2SYM,SYSTEMS MODELLING 
PHE5STL,SYSTEMS THINKING AND LEADERSHIP 
SPE1TID,TALENT IDENTIFICATION & GAME DEVELOPMENT 
SPE3TID,TALENT IDENTIFICATION & GAME DEVELOPMENT 
LAS3TSS,"TANGO, SAMBA, SALSA AND SOCIETY: LATIN AMERICA THROUGH MUSIC AND FOOD "
ACC3TAX,TAXATION 
ACC5TAX,TAXATION 
LAW5TAX,TAXATION LAW 
EDU4TR1,TEACHER AS A RESEARCHER 1 - RESEARCH METHOD 
EDU4TAR,TEACHER AS RESEARCHER 
EDU5TRS,TEACHER AS RESEARCHER 
EDU5TAR,TEACHER AS RESEARCHER 
EDU4TR2,TEACHER AS RESEARCHER 2: RESEARCH PROJECT 
EDU5TRP,TEACHER RESEARCH PROJECT 
EDU4TRP,TEACHERS AS RESEARCHER PROJECT 
NSG5TLP,TEACHING AND LEARNING IN NURSING PRACTICE 
EDU4TCC,TEACHING CULTURAL COMMUNITIES 
EDU3EST,TEACHING EARLY YEARS SCIENCE & TECHNOLOGY (3-8) 
EDU2ELL,TEACHING ENGLISH LANGUAGE AND LITERACY 
EDU3THP,TEACHING HEALTH AND PHYSICAL EDUCATION 
OED3TBE,TEACHING IN BUSH ENVIRONMENTS 
EDU4HET,"TEACHING IN HIGHER EDUCATION: EFFECTIVE, REFLECTIVE PRACTICE "
EDU2TIS,TEACHING IN INCLUSIVE SETTINGS (EARLY YEARS SCHOOL PLACEMENT) 
OED3TRE,TEACHING IN RIVER ENVIRONMENTS (FLAT WATER) 
OED3TRM,TEACHING IN RIVER ENVIRONMENTS (WHITE WATER) 
OED3TR,TEACHING IN ROCK ENVIRONMENTS 
OED3TWA,TEACHING IN WINTER ALPINE ENVIRONMENTS 
EDU3TIL,TEACHING INDIGENOUS LEARNERS 
EDU2TPA,TEACHING PRACTICE A 
EDU5TEA,TEACHING PRACTICE A 
EDU3TPB,TEACHING PRACTICE B 
EDU5TEB,TEACHING PRACTICE B 
EDU5TEC,TEACHING PRACTICE C 
EDU4IPA,TEACHING PRACTICUM A 
EDU4TPA,TEACHING PRACTICUM A 
EDU4TPB,TEACHING PRACTICUM B 
EDU4IPB,TEACHING PRACTICUM B 
EDU4IPC,TEACHING PRACTICUM C 
EDU3PAD,TEACHING PRIMARY ARTS AND DESIGN 
EDU2TPH,TEACHING PRIMARY HUMANITIES 
EDU2TPM,TEACHING PRIMARY MATHEMATICS 
EDU5TPS,TEACHING PRIMARY SCIENCE 
EDU2TPS,TEACHING PRIMARY SCIENCE 
EDU3PSH,TEACHING PRIMARY SCIENCE AND HUMANITIES 5-12 
EDU3TSC,TEACHING SCRIPTURE IN CATHOLIC SCHOOLS 
EDU2TTD,TEACHING TECHNOLOGY & DESIGN 
HCS3TAC,TECHNIQUES FOR ANALYSING COMMUNICATION 
BIO5TEC,TECHNIQUES IN BIOTECHNOLOGY 
EDU4TAD,TECHNOLOGY AND DESIGN 
EDU4TDC,TECHNOLOGY AND DESIGN IN CONTEXT 
EDU4TD1,TECHNOLOGY AND DESIGN IN CONTEXT 1 
EDU4TD2,"TECHNOLOGY AND DESIGN IN CONTEXT 2: QUESTIONS, ISSUES AND DEBATES "
EDU4TC2,TECHNOLOGY SECONDARY CURRICULUM 2 
ELE5TDE,TELECOMMUNICATIONS DESIGN 
ELE5TEL,TELECOMMUNICATIONS ENGINEERING 
LAW5TCL,TELECOMMUNICATIONS LAW 
ELE5TSD,TELECOMMUNICATIONS SYSTEM DESIGN 
EDU4OL1,TESOL SECONDARY CURRICULUM 1 
EDU4OL2,TESOL SECONDARY CURRICULUM 2 
ELE5TAV,TEST AND VERIFICATION 
GSD2TBK,"TEXT, BODY, KNOWLEDGE "
CAH1ALS,THE AGORA TO HOGWARTS: GREEK AND ROMAN CULTURE IN THE MODERN WORLD 
HIS3ACR,THE AMERICAN CIVIL RIGHTS MOVEMENT 
ARH3BOD,THE ART OF THE BODY: REPRESENTATION OF THE FIGURE IN ART HISTORY 
PHE5AHS,THE AUSTRALIAN HEALTH SYSTEM 
AGR3AWI,THE AUSTRALIAN WINE INDUSTRY AND ITS WINES 
CSE5BCC,THE BLOCKCHAIN AND CRYPTOCURRENCIES 
ADP5CDL,THE CONTEMPORARY DISABILITY LANDSCAPE 
DIS502,THE CONTEMPORARY DISABILITY LANDSCAPE 
HMK1COR,THE CRAFT OF RESEARCH 
HUS3DNK,THE DEPARTMENT: COLLABORATING TO ADVANCE A PROJECT OR TO SERVE A POLICY CLIENT 
JRN1TEJ,THE EMERGING JOURNALIST 
HMK1TER,THE EMERGING RESEARCHER 
ENG2GOT,THE GOTHIC AND ITS CHILDREN 
DOH1HHM,THE HEALTHY HUMAN MOUTH 
POD5HRF,THE HIGH-RISK FOOT 
ENG2NAA,THE HISTORY OF THE NOVEL 
ARC1THJ,THE HUMAN JOURNEY 
JRN1TIN,THE INTERVIEW 
LAW3SSL,THE LAW OF SUCCESSION 
DFS2LSL,THE LINGUISTICS OF SIGN LANGUAGES 
AST2MMA,THE MAKING OF MODERN ASIA 
ABS2PIA,THE POLITICS OF INDIGENOUS AUSTRALIA 
POL2DDA,THE POLITICS OF INTERNATIONAL HUMAN RIGHTS 
VET2PVN,THE PRACTICING VETERINARY NURSE 
EDU5PED,THE PROFESSIONAL EDUCATOR 
EDU4PWT,THE PROFESSIONAL WORK OF TEACHERS 
HIT1SFI,THE SCIENCE FICTION IMAGINATION 
PHE5SUP,THE SERVICE USER PERSPECTIVE IN HEALTH CARE 
ENG1SHS,THE SHORT STORY 
PHE3SPH,THE SOCIAL PSYCHOLOGY OF HEALTH 
LIN2SOL,THE SOUNDS OF THE WORLD'S LANGUAGES 
HUS2TNK,THE THINK TANK: SCOPING A POLICY PROJECT 
EDU1TWC,THE WHOLE CHILD 
JRN5JWT,THE WORKING JOURNALIST 
CAH3ODY,THE WORLD OF ODYSSEUS 
HIS1AWA,THE WORLD SINCE 1945: FROM TRUMAN TO TRUMP 
ARC5AIT,THEORETICAL ISSUES IN ARCHAEOLOGY 
POL5TWP,THEORIES OF WORLD POLITICS 
POL2TWP,THEORIES OF WORLD POLITICS 
PHE6TPP,THEORY AND PRACTICE OF HEALTH POLICY 
STA4TS,THEORY OF STATISTICS 
HCS5TIM,THERAPEUTIC INTERVENTION AND MANAGEMENT 
NSM5TMA,THERAPEUTIC MEDICATION MANAGEMENT A 
NSM5TMB,THERAPEUTIC MEDICATION MANAGEMENT B 
EMS3THD,THERMODYNAMICS 
EMS2TFD,THERMOFLUIDS 
PHE4THB,THESIS 
HUS5THE,THESIS (60 CP) 
CSE5TSA,THESIS A 
BIO5THA,THESIS A 
CSE5TSB,THESIS B 
BIO5THB,THESIS B 
BIO5THC,THESIS C 
BIO5THD,THESIS D 
NSG4NTP,THESIS PREPARATION 
PHE4THA,THESIS PREPARATION 
EDU0CT2,THINKING CRITICALLY 
EDU0MA1,THINKING MATHEMATICALLY 
EDU0ST2,THINKING SCIENTIFICALLY 
ELE3PRO,THIRD YEAR PROJECT 
CHE5TMA,TOPICS FOR MASTER OF CHEMICAL SCIENCES A 
CHE5TMB,TOPICS FOR MASTER OF CHEMICAL SCIENCES B 
EDU2TIE,TOPICS IN INCLUSIVE EDUCATION 
MIC2ID,TOPICS IN INFECTIOUS DISEASE 
MAT4TOP,TOPOLOGY 
THS3ISP,TOURISM AND HOSPITALITY INTERNATIONAL STUDY PROGRAM 
LST2THL,TOURISM AND HOSPITALITY LAW 
THS3THS,TOURISM AND HOSPITALITY SIMULATION 
THS2TEN,TOURISM AND THE ENVIRONMENT 
THS3TPP,TOURISM POLICY PLANNING 
THS3FUT,"TOURISM, HOSPITALITY AND EVENT FUTURES "
EST3TET,TRANS EUROPEAN TRANSLATION 
ANT1TLC,TRANSFORMING LOCAL COMMUNITIES 
ITA2TSI,TRANSGRESSION AND SUBVERSION IN ITALIAN CULTURE 
NSM4TAC,TRANSITION TO ACUTE AND CRITICAL NURSING CARE 
NSG2TBN,TRANSITION TO BACHELOR OF NURSING 
NSM4TCN,TRANSITION TO CARDIAC NURSING 
EDU4TET,TRANSITION TO EFFECTIVE TEACHING 
NSM4TEN,TRANSITION TO EMERGENCY NURSING 
NSM4TIC,TRANSITION TO INTENSIVE CARE NURSING PRACTICE 
NSM4TNC,TRANSITION TO NEONATAL NURSING CARE 
NSG2BNT,TRANSITION TO NURSING 
