academicGrpName,academicGrpDescription,academicCareerName,code,creditPoints,title,campusCode,url
ARG,"Arts, Education and Law Group",Postgraduate,108505,10,"Curriculum, Pedagogy and Assessment in the Junior Years: Food Technology and Hospitality Practices",GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7157EDN
ARG,"Arts, Education and Law Group",Undergraduate,108341,10,The Biography Project: Biography and Life Stories at End of Life,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3144LHS
SCG,Griffith Sciences,Non Award,108379,0,Griffith Chem_P2 Year 11,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=9000ENV_P2
HTH,Griffith Health,Non Award,108425,0,Griffith Health_P1 Year 11,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=9007HLS_P1
ARG,"Arts, Education and Law Group",Postgraduate,107651,10,Communication in Autism,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7179EDN
ARG,"Arts, Education and Law Group",Postgraduate,107654,10,Understanding Strengths and Managing Difficulties,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7190EDN
ARG,"Arts, Education and Law Group",Undergraduate,105876,0,Composition Study 1 (Part 1),SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1390QCM_Y1
ARG,"Arts, Education and Law Group",Undergraduate,108319,10,Image and Sound,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1715GFS
BUS,Griffith Business School,Undergraduate,108438,10,Digital Economy and Analysis,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1307AFE
SCG,Griffith Sciences,Undergraduate,108047,10,Software Engineering Fundamentals,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2813ICT
SCG,Griffith Sciences,Postgraduate,108048,10,Introduction to Electronics,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7528ENG
SCG,Griffith Sciences,Postgraduate,108049,10,Digital Electronics,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7529ENG
SCG,Griffith Sciences,Postgraduate,108050,10,Signals and Systems,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7530ENG
HTH,Griffith Health,Postgraduate,108185,20,Practicum 2B,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8180PSY_P2
HTH,Griffith Health,Postgraduate,108185,20,Practicum 2B,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8180PSY_P2
ARG,"Arts, Education and Law Group",Undergraduate,108085,10,Creative Studio Practices 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1731QCM
HTH,Griffith Health,Undergraduate,108174,10,Physiotherapy Across the Lifespan 1,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3407AHS
HTH,Griffith Health,Undergraduate,108174,10,Physiotherapy Across the Lifespan 1,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3407AHS
ARG,"Arts, Education and Law Group",Undergraduate,108533,10,Animation Industry Placement 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3137GFS
SCG,Griffith Sciences,Postgraduate,108230,10,Advanced Protein Engineering,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7101ESC
HTH,Griffith Health,Postgraduate,108188,0,Professional Practice 2A,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7154PSY_Y1
HTH,Griffith Health,Postgraduate,108188,0,Professional Practice 2A,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7154PSY_Y1
HTH,Griffith Health,Postgraduate,108190,0,Advanced Clinical Psychology Process and Therapy A,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7155PSY_Y1
HTH,Griffith Health,Postgraduate,108190,0,Advanced Clinical Psychology Process and Therapy A,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7155PSY_Y1
BUS,Griffith Business School,Postgraduate,108444,10,Ethics and Professionalism,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7269AFE
BUS,Griffith Business School,Postgraduate,108444,10,Ethics and Professionalism,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7269AFE
ARG,"Arts, Education and Law Group",Undergraduate,106720,10,Sports Law,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=5212LAW
ARG,"Arts, Education and Law Group",Undergraduate,108145,10,The Practice of Ideation in the Creative Arts,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1113LHS
HTH,Griffith Health,Postgraduate,108495,0,Comprehensive Care,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7502DOH_Y1
HTH,Griffith Health,Postgraduate,108503,0,Master of Clinical Dentistry Research Project 1,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7033DOH_Y1
HTH,Griffith Health,Undergraduate,108099,10,Professional Practice in Exercise Physiology II,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=4604AHS
ARG,"Arts, Education and Law Group",Postgraduate,108265,10,Foundations of Law,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7731LAW
ARG,"Arts, Education and Law Group",Postgraduate,108265,10,Foundations of Law,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7731LAW
ARG,"Arts, Education and Law Group",Postgraduate,108281,10,Torts 2,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7722LAW
ARG,"Arts, Education and Law Group",Postgraduate,108283,10,Property 2,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7715LAW
ARG,"Arts, Education and Law Group",Undergraduate,108208,10,Biology Curriculum - Senior Secondary,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=4026EDN
ARG,"Arts, Education and Law Group",Undergraduate,108208,10,Biology Curriculum - Senior Secondary,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=4026EDN
ARG,"Arts, Education and Law Group",Undergraduate,108210,10,Physics Curriculum - Senior Secondary,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=4028EDN
ARG,"Arts, Education and Law Group",Undergraduate,108210,10,Physics Curriculum - Senior Secondary,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=4028EDN
ARG,"Arts, Education and Law Group",Research,108535,10,Foundations of Education Research,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8901EDN
ARG,"Arts, Education and Law Group",Research,108535,10,Foundations of Education Research,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8901EDN
ARG,"Arts, Education and Law Group",Undergraduate,107200,10,Multimedia Project,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2723QCM
HTH,Griffith Health,Undergraduate,107342,20,Clinical Dental Practice 1,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1040DOH_Y2
HTH,Griffith Health,Postgraduate,107351,0,Research Project,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7541DOH_Y1
HTH,Griffith Health,Postgraduate,107355,0,Knowledge and clinical practice,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8010DOH_Y1
BUS,Griffith Business School,Postgraduate,106458,10,From Policy to Delivery: Commissioning Public Services,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7036GIR
BUS,Griffith Business School,Postgraduate,106458,10,From Policy to Delivery: Commissioning Public Services,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7036GIR
ARG,"Arts, Education and Law Group",Undergraduate,107106,10,Introduction to 3D Printing,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2640QCA
ARG,"Arts, Education and Law Group",Undergraduate,107106,10,Introduction to 3D Printing,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2640QCA
ARG,"Arts, Education and Law Group",Postgraduate,107588,10,Pedagogies for Engaged Learners,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7765EDN
ARG,"Arts, Education and Law Group",Postgraduate,107588,10,Pedagogies for Engaged Learners,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7765EDN
ARG,"Arts, Education and Law Group",Postgraduate,107685,10,"Curriculum, Pedagogy and Assessment in the Senior Years: History",MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7068EDN
SCG,Griffith Sciences,Postgraduate,107713,10,IT/Business Alignment,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7807ICT
SCG,Griffith Sciences,Postgraduate,107713,10,IT/Business Alignment,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7807ICT
SCG,Griffith Sciences,Postgraduate,107715,10,Cyber Security Management,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7808ICT
SCG,Griffith Sciences,Postgraduate,107715,10,Cyber Security Management,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7808ICT
ARG,"Arts, Education and Law Group",Postgraduate,107772,10,Architectural Visualisation,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7541QCA
HTH,Griffith Health,Postgraduate,107852,10,"Trauma, Shock and Multiple Organ Dysfunction Syndrome",OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7503NRS
ARG,"Arts, Education and Law Group",Undergraduate,107050,10,Business Practices in Creative Industries,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3579QCA
ARG,"Arts, Education and Law Group",Undergraduate,107050,10,Business Practices in Creative Industries,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3579QCA
ARG,"Arts, Education and Law Group",Undergraduate,106634,10,First Australians and the education system,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=4299EDN
HTH,Griffith Health,Undergraduate,090337,10,Exercise Programming and Prescription I,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3005AHS
HTH,Griffith Health,Undergraduate,101709,10,Practice of Physiotherapy III - Study Abroad,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=4009AHS
HTH,Griffith Health,Postgraduate,104862,0,Practice of Physiotherapy IV,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7031AHS_Y1
HTH,Griffith Health,Postgraduate,104872,15,Practice of Physiotherapy V,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7033AHS_Y2
HTH,Griffith Health,Postgraduate,086971,10,Health Workforce,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7305MED
HTH,Griffith Health,Postgraduate,086971,10,Health Workforce,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7305MED
HTH,Griffith Health,Postgraduate,086971,10,Health Workforce,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7305MED
SCG,Griffith Sciences,Postgraduate,106648,10,Food Security,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7310NSC
HTH,Griffith Health,Undergraduate,105804,10,Epidemiology,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2220MED
HTH,Griffith Health,Undergraduate,105804,10,Epidemiology,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2220MED
HTH,Griffith Health,Undergraduate,105850,0,Dissertation 2,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6000MED_P2
ARG,"Arts, Education and Law Group",Undergraduate,086174,10,Spanish for Professional Purposes,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3083LHS
ARG,"Arts, Education and Law Group",Undergraduate,086174,10,Spanish for Professional Purposes,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3083LHS
HTH,Griffith Health,Undergraduate,084721,10,Food Safety: Science and Management,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2113MED
HTH,Griffith Health,Postgraduate,102334,10,Epidemiology: Principles and Practices,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7312MED
HTH,Griffith Health,Postgraduate,102334,10,Epidemiology: Principles and Practices,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7312MED
ARG,"Arts, Education and Law Group",Undergraduate,106295,10,Law in the Aftermath of Mass Atrocity,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=5223LAW
ARG,"Arts, Education and Law Group",Undergraduate,107314,10,Managing Learning,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2999EDN
ARG,"Arts, Education and Law Group",Undergraduate,107314,10,Managing Learning,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2999EDN
ARG,"Arts, Education and Law Group",Undergraduate,107314,10,Managing Learning,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2999EDN
ARG,"Arts, Education and Law Group",Undergraduate,088284,10,Media Audiences,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3305LHS
ARG,"Arts, Education and Law Group",Undergraduate,090321,10,Rethinking Journalism and Media,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3025LHS
ARG,"Arts, Education and Law Group",Undergraduate,090321,10,Rethinking Journalism and Media,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3025LHS
HTH,Griffith Health,Undergraduate,106898,10,Community Nursing Practice,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3804NRS
HTH,Griffith Health,Undergraduate,106898,10,Community Nursing Practice,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3804NRS
HTH,Griffith Health,Undergraduate,106898,10,Community Nursing Practice,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3804NRS
ARG,"Arts, Education and Law Group",Undergraduate,106822,40,Language Exchange Study,OS,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=5040LHS
ARG,"Arts, Education and Law Group",Undergraduate,104584,10,Muslim World Study Tour,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3610LHS
ARG,"Arts, Education and Law Group",Postgraduate,107658,10,"Curriculum, Pedagogy and Assessment in the Junior Years: Business Education",GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7055EDN
ARG,"Arts, Education and Law Group",Postgraduate,107661,10,"Curriculum, Pedagogy and Assessment in the Junior Years: Drama",MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7061EDN
SCG,Griffith Sciences,Postgraduate,107989,10,"Community, Livelihoods, Development and Water","NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7940ESC
SCG,Griffith Sciences,Postgraduate,107989,10,"Community, Livelihoods, Development and Water",OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7940ESC
