code,title,availability,units
LAWS4011,Property,Semester 2 - 2020 (Newcastle City),10 units
LAWS4012,Public International Law,Semester 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),10 units
LAWS4054A,Legal Practice 1 - Part A,Semester 1 - 2020 (Newcastle City),10 units
LAWS4054B,Legal Practice 1 - Part B,Semester 2 - 2020 (Newcastle City),10 units
LAWS4055A,Legal Practice 2 - Part A,Semester 1 - 2020 (Newcastle City),10 units
LAWS4055B,Legal Practice 2 - Part B,Semester 2 - 2020 (Newcastle City),10 units
LAWS5003,Advanced Criminal Law,Not currently offered,10 units
LAWS5005,Adv Legal Research and Writing,Semester 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),10 units
LAWS5006,Child Law,Not currently offered,10 units
LAWS5009,Employment Law,Semester 2 - 2020 (Newcastle City),10 units
LAWS5010,Environmental Law,Semester 1 - 2020 (Newcastle City),10 units
LAWS5011,Equal Opportunity Law,Semester 1 - 2020 (Newcastle City),10 units
LAWS5013,Health Law,Semester 2 - 2020 (Newcastle City),10 units
LAWS5014,International Human Rights Law,Semester 1 - 2020 (Newcastle City),10 units
LAWS5015,Intellectual Property Law,Semester 2 - 2020 (Newcastle City),10 units
LAWS5016,Law Review,Semester 2 - 2020 (Newcastle City),10 units
LAWS5017,Legal History,Not currently offered,10 units
LAWS5021,Sport and the Law,Not currently offered,10 units
LAWS5024,"Indigenous People, Issues and The Law",Semester 2 - 2020 (Newcastle City),10 units
LAWS5027,International Trade Law,Semester 1 - 2020 (Newcastle City),10 units
LAWS5028,Competitive Mooting,Semester 2 - 2020 (Newcastle City),10 units
LAWS5029,Workplace Health and Safety Law,Semester 2 - 2020 (Newcastle City)Semester 2 - 2020 (Online),10 units
LAWS5030,Jurisprudence,Not currently offered,10 units
LAWS5031,Competition Law and Policy,Not currently offered,10 units
LAWS5032,Alternative Dispute Resolution,Semester 2 - 2020 (Newcastle City),10 units
LAWS5033,Native Title Law and Practice,Not currently offered,10 units
LAWS5034,Crime and Australian Society,Not currently offered,10 units
LAWS5035,Law and Religion,Not currently offered,10 units
LAWS5036,International Clinical Legal Externship,Summer 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),10 units
LAWS5037,Public Interest Advocacy,Semester 1 - 2020 (Newcastle City),10 units
LAWS5038,Climate Change Law and Justice,Not currently offered,10 units
LAWS5039,Internet Law,Semester 1 - 2020 (Online),10 units
LAWS5040,Financial Services Regulation,Not currently offered,10 units
LAWS5041,Mining Law,Not currently offered,10 units
LAWS5042,Commercial Dispute Resolution,Summer 1 - 2020 (Newcastle City),10 units
LAWS5043,International Study Experience,Summer 1 - 2020 (Newcastle City),10 units
LAWS5044,International Environmental Law and Policy,Not currently offered,10 units
LAWS5061,Commercial Law,Semester 2 - 2020 (Newcastle City),10 units
LAWS5063,Family Law,Semester 1 - 2020 (Newcastle City),10 units
LAWS5065,Taxation Law,Semester 1 - 2020 (Newcastle City),10 units
LAWS6000,Legal System and Method I,Trimester 1 - 2020 (Newcastle City)Winter - 2020 (Newcastle City),10 units
LAWS6001,Legal System and Method II,Semester 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),10 units
LAWS6005,Property,Semester 2 - 2020 (Newcastle City),10 units
LAWS6006,Constitutional Law,Semester 1 - 2020 (Newcastle City),10 units
LAWS6007,Administrative Law,Semester 2 - 2020 (Newcastle City),10 units
LAWS6008,Civil Dispute Resolution,Semester 1 - 2020 (Newcastle City),10 units
LAWS6009,Evidence,Semester 1 - 2020 (Newcastle City),10 units
LAWS6010,Company Law,Semester 2 - 2020 (Newcastle City),10 units
LAWS6011,Professional Conduct,Semester 1 - 2020 (Newcastle City),10 units
LAWS6012,Equity and Trusts,Semester 1 - 2020 (Newcastle City),10 units
LAWS6013,Public International Law,Semester 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),10 units
LAWS6014A,Legal Practice 1 - Part A,Semester 1 - 2020 (Newcastle City),10 units
LAWS6014B,Legal Practice 1 Part B,Semester 2 - 2020 (Newcastle City),10 units
LAWS6015A,Legal Practice 2 - Part A,Semester 1 - 2020 (Newcastle City),10 units
LAWS6015B,Legal Practice 2 - Part B,Semester 2 - 2020 (Newcastle City),10 units
LAWS6016,Taxation Law,Semester 1 - 2020 (Newcastle City),10 units
LAWS6017,Family Law,Semester 1 - 2020 (Newcastle City),10 units
LAWS6018,Commercial Law,Semester 2 - 2020 (Newcastle City),10 units
LAWS6019,International Human Rights Law,Semester 1 - 2020 (Newcastle City),10 units
LAWS6020,Environmental Law,Semester 1 - 2020 (Newcastle City),10 units
LAWS6021,Advanced Criminal Law,Not currently offered,10 units
LAWS6022,Crime and Society,Not currently offered,10 units
LAWS6023,Jurisprudence,Not currently offered,10 units
LAWS6024,Employment Law,Semester 2 - 2020 (Newcastle City)Semester 2 - 2020 (Online),10 units
LAWS6025,Environmental/Natural Resources Law Clinic,Not currently offered,10 units
LAWS6026,Refugee/Migration Law Clinic,Not currently offered,10 units
LAWS6027,Consumer Credit and Personal Insolvency Law Clinic,Not currently offered,10 units
LAWS6028,Criminal Law Clinic,Not currently offered,10 units
LAWS6029,Social Justice/Public Interest Clinic,Semester 1 - 2020 (Newcastle City),10 units
LAWS6031,Client Interviewing and Negotiation Skills,Not currently offered,10 units
LAWS6032,Advocacy Skills,Winter - 2020 (Newcastle City),10 units
LAWS6034,Advanced Corporate Governance,Not currently offered,10 units
LAWS6035,Competition Law and Policy,Not currently offered,10 units
LAWS6037,International Environment Law and Policy,Summer 2 - 2020 (Newcastle City),10 units
LAWS6038,Law and Economics of Climate Change,Trimester 3 - 2020 (Online),10 units
LAWS6040,International Private Law,Not currently offered,10 units
LAWS6041,"Sentencing: Global Theory, Law and Practice",Not currently offered,10 units
LAWS6042,International Child and Family Law,Not currently offered,10 units
LAWS6043,Advanced Legal Research Project,Semester 2 - 2020 (Newcastle City)Semester 2 - 2020 (Online),10 units
LAWS6046,International Air and Space Law,Not currently offered,10 units
LAWS6047,Legal System of Australia,Semester 1 - 2020 (Newcastle City),10 units
LAWS6048,Advanced Legal Research I,Not currently offered,10 units
LAWS6050,Commercial Dispute Resolution,Summer 1 - 2020 (Newcastle City),10 units
LAWS6081,Advanced Taxation Law,Not currently offered,10 units
LAWS6082,Australian International Taxation,Not currently offered,10 units
LAWS6085,International Trade Law,Semester 1 - 2020 (Newcastle City),10 units
LAWS6086,Intellectual Property Law,Semester 2 - 2020 (Newcastle City),10 units
LAWS6087,Internet Law,Semester 1 - 2020 (Online),10 units
LAWS6089,Mining Law,Not currently offered,10 units
LAWS6090,Health Law,Semester 2 - 2020 (Newcastle City),10 units
LAWS6091,Special Interest Topic,Not currently offered,10 units
LAWS6092,International Clinical Legal Externship,Summer 1 - 2020 (Newcastle City),10 units
LAWS6093,International Study Experience,Summer 1 - 2020 (Newcastle City),10 units
LAWS6094,"Indigenous Peoples, Issues and the Law",Semester 2 - 2020 (Newcastle City),10 units
LAWS6095,Law and Religion,Not currently offered,10 units
LAWS6096,Child Law,Not currently offered,10 units
LAWS6097,Competitive Mooting,Semester 2 - 2020 (Newcastle City),10 units
LAWS6098,Equal Opportunity Law,Semester 1 - 2020 (Newcastle City),10 units
LAWS6099,Sport and the Law,Not currently offered,10 units
LAWS6100,Workplace Health and Safety Law,Semester 2 - 2020 (Newcastle City),10 units
LAWS6101,Legal History,Not currently offered,10 units
LAWS6102,Alternative Dispute Resolution,Semester 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),10 units
LAWS6103,International Arbitration,Semester 2 - 2020 (Online),10 units
LAWS6104,Human Rights and Climate Change-Induced Human Displacement,Not currently offered,10 units
LAWS6105,Expert Evidence,Not currently offered,10 units
LAWS6106,Advanced Communication Skills,Trimester 3 - 2020 (Newcastle City),10 units
LAWS6107,Mediation Skills and Theory,Not currently offered,10 units
LAWS6108,Corporate Power and Corporate Accountability: Pathways to Socially Responsible Business,Summer 2 - 2020 (Newcastle City),10 units
LAWS6109,Conciliation,Not currently offered,10 units
LAWS6110,Australian Consumer Law,Not currently offered,10 units
LAWS6111,Dispute Resolution,Summer 1 - 2020 (Newcastle City),10 units
LAWS6112,Food and Wine Law,Not currently offered,10 units
LAWS6113,Law for Startups,Semester 1 - 2020 (Newcastle City),10 units
LAWS6114,Negotiation in a Legal Context,Winter - 2020 (Sydney),10 units
LAWS6115,Criminal Trial Courts - Theory and Practice,Not currently offered,10 units
LAWS6116,Legal Innovation and Design,Semester 2 - 2020 (Newcastle City),10 units
LAWS6117,Law and Society in Asia,Not currently offered,10 units
LAWS6118,Final-Year Workplace Experience,Not currently offered,10 units
LAWS6119,Renewable Energy Law Clinic,Not currently offered,10 units
LAWS6120,Torts I,Semester 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),10 units
LAWS6121,Torts II,Semester 2 - 2020 (Newcastle City),10 units
LAWS6130,Criminal Law and Procedure,Semester 2 - 2020 (Newcastle City),10 units
LAWS6140,Contracts I,Semester 1 - 2020 (Newcastle City),10 units
LAWS6141,Contracts II,Semester 2 - 2020 (Newcastle City),10 units
Back to top,Back to top,Back to top,Back to top
LEGL1001,Foundations of Law,Semester 2 - 2020 (Central Coast)Semester 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City)Trimester 1 - 2020 (Singapore)Trimester 3 - 2020 (Singapore),10 units
LEGL2002,Law of Business Organisations,Semester 2 - 2020 (Central Coast)Semester 1 - 2020 (Newcastle City)Trimester 3 - 2020 (Singapore)Trimester 3 - 2020 (Singapore),10 units
LEGL2006,Marketing Law,Not currently offered,10 units
LEGL2007,Workplace Health and Safety Law,Not currently offered,10 units
LEGL2009,Survey and Engineering Law,Semester 1 - 2020 (Callaghan),10 units
LEGL3001,Finance Law,Not currently offered,10 units
LEGL3005,Concepts and Issues in Property and Commercial Law,Semester 2 - 2020 (Online),10 units
LEGL3008,Child Law,Not currently offered,10 units
LEGL3009,Law for Social Work and the Social Sciences,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),10 units
LEGL3111,Employment Law,Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Newcastle City),10 units
LEGL6004,Law for Workplace Health & Safety,Semester 1 - 2020 (Online)Semester 2 - 2020 (Online),10 units
LEGL6005,Co-operative Law and Governance,Trimester 2 - 2020 (Online),10 units
LEGL6006,Financial Service Regulations and Law,Not currently offered,10 units
Back to top,Back to top,Back to top,Back to top
LEIS1000,Leisure Behaviour and Organisation,Semester 2 - 2020 (Newcastle City),10 units
LEIS2000,Sports Operations Management,Semester 1 - 2020 (Newcastle City),10 units
LEIS2100,Volunteer Management,Semester 1 - 2020 (Online),10 units
LEIS3000,Managing Events,Semester 1 - 2020 (Newcastle City),10 units
LEIS3001,Sports Leadership,Semester 2 - 2020 (Newcastle City),10 units
LEIS4000,Theory in Leisure,Semester 1 - 2020 (Newcastle City),20 units
Back to top,Back to top,Back to top,Back to top
LING1000,Foundations of Language - Primary and Early Childhood contexts,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Online),10 units
LING1111,Introduction to Linguistics 1,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Online),10 units
LING1112,Introduction to Linguistics 2,Semester 2 - 2020 (Callaghan),10 units
LING2000,Language and Society,Not currently offered,10 units
LING2001,Languages of Australia and the Pacific,Semester 1 - 2020 (Callaghan),10 units
LING2006,Phonetics,Semester 1 - 2020 (Callaghan),10 units
LING2501,Cross-cultural Communication,Not currently offered,10 units
LING2502,Issues of Bilingualism and Bilingual Education,Not currently offered,10 units
LING2503,Language and Identity,Not currently offered,10 units
LING3000,Linguistic Methods and Theory,Not currently offered,20 units
LING3002,Syntax,Semester 1 - 2020 (Callaghan),10 units
LING3006,Phonetics,Not currently offered,10 units
LING3008,Introduction to Phonology and Morphology,Semester 2 - 2020 (Callaghan),10 units
LING3110,Language and Cognition,Semester 1 - 2020 (Callaghan),10 units
LING3120,2nd Language Acquisition,Semester 2 - 2020 (Callaghan),10 units
LING3200,Speech and Language Disorders,Semester 2 - 2020 (Online),10 units
LING3280,Language in Education,Not currently offered,10 units
LING3310,Language and Meaning,Semester 2 - 2020 (Callaghan),10 units
LING3350,Structure of English,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan)Semester 1 - 2020 (Online)Semester 2 - 2020 (Online),10 units
LING4050,Linguistics Honours I,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),20 units
LING4060,Linguistics Honours II,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),20 units
LING4070,Linguistics Honours III,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),20 units
LING4080,Linguistics Honours IV,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),20 units
LING6010,Introduction to Syntax,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Online),10 units
LING6020,Structure of English,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan)Semester 1 - 2020 (Online)Semester 2 - 2020 (Online),10 units
LING6030,Second Language Acquisition,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Online),10 units
LING6040,Language Testing and Evaluation,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Online),10 units
LING6060,Issues of Bilingualism and Bilingual Education,Not currently offered,10 units
LING6070,Cross-Cultural Communication,Not currently offered,10 units
LING6080,Academic Writing,Not currently offered,10 units
LING6090,Introduction to Phonology and Morphology,Not currently offered,10 units
LING6202,Linguistics In Translation,Not currently offered,10 units
LING6311,Language and Mind,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Online),10 units
LING6910,Foundation of Linguistics,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan)Semester 1 - 2020 (Online)Semester 2 - 2020 (Online),10 units
LING6930,Language and Meaning,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Online),10 units
LING6950,Research Preparation,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan)Semester 1 - 2020 (Online)Semester 2 - 2020 (Online),10 units
LING6955,Research Project,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan)Semester 1 - 2020 (Online)Semester 2 - 2020 (Online),20 units
Back to top,Back to top,Back to top,Back to top
MARI1000,Our Oceans,Summer 2 - 2020 (Online)Semester 1 - 2020 (Online)Semester 2 - 2020 (Online),10 units
MARI2300,Marine Biology,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast),10 units
MARI2320,Marine Ecology,Not currently offered,10 units
MARI2410,Coral Reef Experiences,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast),10 units
MARI2500,Coastal and Marine Ecosystem Services,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),10 units
MARI3300,Integrated Coastal Ecosystems,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast),10 units
MARI3320,Ecological Methodology,Semester 1 - 2020 (Central Coast),10 units
MARI3330,Marine Fisheries Biology and Management,Not currently offered,10 units
MARI3410,"Coral Reef Biology, Ecology and Sustainability",Semester 2 - 2020 (Central Coast),10 units
MARI4110,Marine Science Honours 411,Semester 1 - 2020 (Central Coast)Semester 2 - 2020 (Central Coast),20 units
MARI4120,Marine Science Honours 412,Semester 1 - 2020 (Central Coast)Semester 2 - 2020 (Central Coast),20 units
MARI4130,Marine Science Honours 413,Semester 1 - 2020 (Central Coast)Semester 2 - 2020 (Central Coast),20 units
MARI4140,Marine Science Honours 414,Semester 1 - 2020 (Central Coast)Semester 2 - 2020 (Central Coast),20 units
MARI6001,Marine Ecology and Management,Trimester 1 - 2020 (Online),10 units
Back to top,Back to top,Back to top,Back to top
MATH1001,Preparatory Studies in Mathematics,Semester 2 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast),10 units
MATH1002,Foundational Studies in Mathematics,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),10 units
MATH1003,Advanced Mathematical Thinking,Semester 1 - 2020 (Callaghan),10 units
MATH1110,"Mathematics for Engineering, Science and Technology 1",Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan)Trimester 1 - 2020 (Singapore)Trimester 2 - 2020 (Singapore)Trimester 3 - 2020 (Singapore),10 units
