code,title,level,campus
HFB1207,Principles of Drug Actions for Health Professionals,Bachelor,St Albans
SPE1100,Principles of Movement Development,Bachelor,Footscray Park
APH4061,Principles and Practice of Cognitive Behaviour,Bachelor,City Flinders or Footscray Nicholson
EPM5600,Principles of Project Management,Postgraduate,Footscray Park or VU Sydney
AYW1001,Principles of Youth Participation,Bachelor,Footscray Park
LLW2010,Privacy and Media Law,Bachelor,City Queen
LMIPRI,Private Law,Bachelor,City Queen or Footscray Park
AEN2001,Problem Discovery,Bachelor,Footscray Park
VEN1104,Problem Solving for Engineers,Bachelor,City Flinders
NEF1104,Problem Solving for Engineers,Bachelor,Footscray Park
NBC4001,Procurement Management,Bachelor,Footscray Park
BHO2259,Product and Services Innovations,Bachelor,Footscray Park or VU Sydney
BMIPAC,Professional Accounting,Bachelor,"City Flinders, Footscray Park or VU Sydney"
BAO5524,Professional Auditing,Postgraduate,City Flinders or VU Sydney
HCM1000,Professional Communication,Bachelor,"City Flinders, Footscray Park or St Albans"
WDB1009,Professional Communications,Bachelor,City Flinders
AEB3802,Professional Culture and Collaboration,Bachelor,Footscray Park
HNO6007,Professional Development in Practice,Postgraduate,Victoria University Online
SMIPDS,Professional Development in Sport and Outdoor Recreation,Bachelor,Footscray Park
NEF4105,Professional Engineering Practice,Bachelor,Footscray Park
NBC2006,Professional Estimating,Bachelor,Footscray Park
APC6087,Professional Ethics,Postgraduate,Footscray Nicholson
AHE3200,Professional Ethics,Bachelor,Footscray Park
ACG5215,Professional Internship,Postgraduate,Industry or Other
ECE6007,Professional Issues,Postgraduate,Footscray Nicholson or Online
APH4071,Professional Orientation (Psychological Assessment),Bachelor,Footscray Park
EDS2004,Professional Partnerships With Families,Bachelor,Footscray Park
ASW3002,Professional Practice,Bachelor,Footscray Nicholson or Footscray Park
AEG5124,TESOL,Postgraduate,Footscray Park
HNB1206,Professional Practice 1,Bachelor,St Albans
AEB3803,Professional Practice 1,Bachelor,Footscray Park
HNB2106,Professional Practice 2,Bachelor,St Albans
ECY3002,Professional Practice 2,Bachelor,Footscray Park
HNB2207,Professional Practice 3,Bachelor,St Albans
HNB3124,Professional Practice 4,Bachelor,St Albans
HNB3210,Professional Practice 5,Bachelor,St Albans
ASW3108,Professional Practice Seminar,Bachelor,Footscray Nicholson
HMG7400,Professional Project,Postgraduate,St Albans
HNB1103,Professional Studies 1,Bachelor,St Albans
HMB4104,Professional Studies 2,Bachelor,St Albans
HNB3140,Professional Studies 2 & Interprofessional Practice,Bachelor,St Albans
SOL3001,Programming and Logistics in Natural Environments,Bachelor,Footscray Park
SSM2104,Programming for Sport Development and Community Action,Bachelor,Footscray Park
EPM5760,Project Construction Management,Postgraduate,Footscray Park
ASA2034,Project Design and Implementation,Bachelor,Footscray Park
EPM5620,Project Governance,Postgraduate,Footscray Park
EPM5750,Project Investment Analysis,Postgraduate,Footscray Park
NEF3101,Project Management,Bachelor,Footscray Park
EPM5700,Project Management and Information Technology,Postgraduate,Footscray Park or VU Sydney
EPM5630,Project Management and People,Postgraduate,Footscray Park
NBC3101,Project Management Practice,Bachelor,Footscray Park
EPM5530,Project Management Practice,Postgraduate,Footscray Park
EPM5610,Project Planning and Control,Postgraduate,Footscray Park or VU Sydney
EPM5710,Project Procurement Management,Postgraduate,Footscray Park
EPM5510,Project Program and Portfolio Management,Postgraduate,Footscray Park
EPM5740,Project Risk Management,Postgraduate,Footscray Park or VU Sydney
EPM5730,Project Stakeholder Management,Postgraduate,Footscray Park or VU Sydney
HNO6001,Promoting Cultural Competence and Community Health,Postgraduate,Victoria University Online
HFS2001,Properties of Food,Bachelor,Footscray Nicholson
APP3020,Psychoanalysis,Bachelor,Footscray Nicholson
APP3019,Psychobiology,Bachelor,Footscray Park
APH4001,Psychological Interventions,Bachelor,City Flinders or Footscray Nicholson
APP3023,Psychological Issues in the Workplace,Bachelor,Footscray Park
AMIPSY,Psychology,Bachelor,Footscray Park
LMIPSY,Psychology,Bachelor,City Queen
AMAPSY,Psychology,Bachelor,Footscray Park
EMIPSY,Psychology (Education Minor),Bachelor,Footscray Park or St Albans
EMAPSY,Psychology (Education),Bachelor,Footscray Park or St Albans
APS8900,Psychology (Full-Time),Postgraduate,"City Flinders, City Queen, Footscray Park, St Albans or Werribee"
APS8901,Psychology (Part-Time),Postgraduate,"City Flinders, City Queen, Footscray Park, St Albans or Werribee"
APP1012,Psychology 1A,Bachelor,Footscray Park
APP1013,Psychology 1B,Bachelor,Footscray Park
APP2013,Psychology 2A,Bachelor,Footscray Park
APP2014,Psychology 2B,Bachelor,Footscray Park
APP3021,Psychology of Adjustment,Bachelor,Footscray Park
APM6013,Psychology of Community Health,Postgraduate,Footscray Nicholson
APM7006,Psychology Practice,Postgraduate,Footscray Nicholson
APH4013,Psychology in Practice,Bachelor,Footscray Park
SCL6201,Psychology for Rehabilitation,Postgraduate,Footscray Park
APC6088,Psychopathology and Diagnosis,Postgraduate,Footscray Nicholson
APC7007,Psychopharmacology and Reflective Practice,Postgraduate,Footscray Nicholson
SPE3100,Psychosocial Aspects of Health and Physical Activity,Bachelor,Footscray Park
HMAPBH,Public Health,Bachelor,St Albans
HMIPHN,Public Health Nutrition,Bachelor,Footscray Park or St Albans
HMG7200,Public Health in Practice,Postgraduate,Footscray Park or St Albans
BLB4143,Public International Law,Bachelor,City Flinders or City Queen
BMO2202,Purchasing and Supply Management,Bachelor,City Flinders
APS2030,Qualitative Social Research Methods 1,Bachelor,Footscray Park
HMB3112,Quality Use of Medicines for Midwifery 2,Bachelor,St Albans
APS2040,Quantitative Social Research Methods 1,Bachelor,Footscray Park
RIIBEF201D,Plan and organise work,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICBM301D,Maintain concrete bridges,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICBS202D,Hand spread asphalt,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICBS304D,Compact asphalt with rollers,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICBS310D,Conduct patching operations,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICCM201D,Carry out measurements and calculations,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICCM202D,"Identify, locate and protect underground services",TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICCM203D,Read and interpret plans and specifications,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICCM205E,Carry out manual excavation,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICCM206D,Support plant operations,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICCM207D,Spread and compact materials manually,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICCM208D,Carry out basic levelling,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICCM209D,Carry out concrete work,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICCM210A,Install trench support,TAFE (Vocational),Werribee or Other
RIICCM210D,Install trench support,TAFE (Vocational),"Industry, Sunshine, Werribee or Other"
RIICCM211D,Erect and dismantle temporary fencing and gates,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICCM301D,Construct and dismantle fences and gates,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICCR401D,Develop and maintain positive community relations,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICFW302D,Install temporary and permanent rock anchors,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICFW303D,Install primary ground support,TAFE (Vocational),Industry or Werribee
RIICOM201D,Communicate in the workplace,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICOM301D,Communicate information,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine or Werribee"
RIICPL301D,Install water mains pipelines,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICPL302D,Install stormwater systems,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICPL303D,Install sewer pipelines,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICPL304D,Install pre-cast gully pits,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICPL305D,Install pre-cast access chambers,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICPL401D,Apply the principles for the installation of underground service using open excavation,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICRC201D,Repair potholes,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICRC202D,Install signs,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICRC203D,Install sub-soil drainage,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICRC204D,Install and maintain roadside fixtures,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICRC208D,Lay pipes,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICRC301D,Maintain drainage systems,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICRC302D,"Place and form concrete kerb, channel and fixtures",TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICRC304D,Maintain sealed roads,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICRC306D,Conduct earthworks,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICRC307D,Conduct road pavement construction,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICRC315D,Use concreting materials and equipment,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICRM201D,Escort mobile road marking operations,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICRM201E,Escort mobile works,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICRM204D,Prepare surface for road marking,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICSG405D,Carry out inspections of civil structures,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICSG406D,Apply principles of maintenance of civil structures,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICTC301D,Install tunnelling constructions services,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICTC302D,Line tunnel,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICTC303D,Excavate tunnel by machine,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICTC304D,Muck out tunnel earthworks,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICTC305D,Construct  portals,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICWM401D,Supervise civil works,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIICWM402D,Supervise civil works contractors,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIENV402D,Implement and monitor environmental policies,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIGOV401D,"Apply, monitor and report on compliance systems",TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIHAN301D,Operate elevating work platform,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIHAN301E,Operate elevating work platform,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIHAN308E,Load and unload plant,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIHAN308F,Load and unload plant,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIHAN309E,Conduct telescopic materials handler operations,TAFE (Vocational),Industry or Werribee
RIIIMG301D,Maintain site records,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIMPO315D,Conduct tractor operations,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIMPO315E,Conduct tractor operations,TAFE (Vocational),Industry or Werribee
RIIMPO317E,Conduct roller operations,TAFE (Vocational),Industry or Werribee
RIIMPO317F,Conduct roller operations,TAFE (Vocational),Industry or Werribee
RIIMPO318E,Conduct civil construction skid steer loader operations,TAFE (Vocational),Industry or Werribee
RIIMPO318F,Conduct civil construction skid steer loader operations,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIMPO319D,Conduct backhoe/loader operations,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIMPO319E,Conduct backhoe/loader operations,TAFE (Vocational),Industry or Werribee
RIIMPO320E,Conduct civil construction excavator operations,TAFE (Vocational),Industry or Werribee
RIIMPO320F,Conduct civil construction excavator operations,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIMPO321E,Conduct civil construction wheeled front end loader operations,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIMPO321F,Conduct civil construction wheeled front end loader operations,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIMPO323D,Conduct civil construction dozer operations,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIMPO323E,Conduct civil construction dozer operations,TAFE (Vocational),Industry or Werribee
RIIMPO324E,Conduct civil construction grader operations,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIMPO324F,Conduct civil construction grader operations,TAFE (Vocational),Industry or Werribee
RIIMPO336D,Conduct belly dump truck operations,TAFE (Vocational),Industry or Werribee
RIIMPO337D,Conduct articulated haul truck operations,TAFE (Vocational),Industry or Werribee
RIIMPO402D,Apply the principles of earthworks construction,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIQUA401D,Apply a quality management system on site,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIRAI402D,Apply and monitor site plant and resource management plan,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIRIS201D,Conduct local risk control,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIRIS202D,Respond to site based spills,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIRIS301D,Apply risk management processes,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIRIS401D,Apply site risk management system,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIRTM203D,Work as a safety observer/spotter,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIISAM201D,Handle resources and infrastructure materials and safely dispose of nontoxic materials,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIISAM203D,Use hand and power tools,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIISAM204D,Operate small plant and equipment,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIUND310D,Apply shot-crete underground,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIWHS201D,Work safely and follow WHS policies and procedures,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIWHS202D,Enter and work in confined spaces,TAFE (Vocational),"Industry, Sunshine, Werribee or Other"
RIIWHS204D,Work safely at heights,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIWHS205D,Control traffic with stop-slow bat,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIWHS302D,Implement traffic management plan,TAFE (Vocational),"Industry, Sunshine or Werribee"
RIIWMG203D,Drain and dewater civil construction site,TAFE (Vocational),"Industry, Sunshine, Werribee or Other"
NNT6531,Radio Frequency Engineering,Postgraduate,Footscray Park
ACC2011,Radio Production,Bachelor,Footscray Park
ACL2001,Reading Contemporary Fiction,Bachelor,Footscray Park
BLB2125,Real Property Law,Bachelor,City Flinders or City Queen
ABA1001,Reason and Revolution,Bachelor,Footscray Park
EEC1105,Reconciling Australian Humanities Education,Bachelor,"Footscray Park, St Albans or Werribee"
LML7007,Refugee Law,Postgraduate,City Queen
ASA5055,Regional and International Organisations and Policy,Postgraduate,Footscray Park
RBM2100,Rehabilitation Anatomy,Bachelor,St Albans
APP3027,Relationship and Family Wellbeing,Bachelor,Footscray Park
HBM3106,Reproductive and Developmental Biology,Bachelor,St Albans
ACR1000,Research (Full Time),Postgraduate,"City Flinders, Footscray Park or St Albans"
ASR1000,Research (Full-Time),Postgraduate,St Albans
ACR1001,Research (Part-Time),Postgraduate,"City Flinders, Footscray Park or St Albans"
ASR1001,Research (Part-Time),Postgraduate,St Albans
ASC3007,Research in the Community,Bachelor,Footscray Park
UGR7002,Research Design and Proposal Development,Postgraduate,Footscray Park
ECW8003,Research and Ethics in Professional Practice,Postgraduate,Footscray Park or Other
SSM3104,Research and Evaluation in Sport,Bachelor,Footscray Park
APR1000,Research Full-Time,Postgraduate,Footscray Park or St Albans
ROP8002,Research Integrity and Ethics,Postgraduate,City Flinders or Footscray Park
UGR7003,Research Integrity and Ethics,Postgraduate,City Flinders or Footscray Park
